#string_protein_1	string_protein_id_2	species_2	bitscore	start_1	end_1	start_2	end_2	size_2
362663.ECP_3841	362663.ECP_1134	362663	714.1	1	340	1	340	340
362663.ECP_3841	362663.ECP_2011	362663	50.1	9	98	127	212	285
362663.ECP_3841	362663.ECP_2025	362663	711.8	1	340	1	340	340
362663.ECP_3841	362663.ECP_2704	362663	242.3	227	340	5	118	118
362663.ECP_3841	362663.ECP_2707	362663	474.6	1	227	1	227	228
362663.ECP_3841	362663.ECP_2995	362663	714.1	1	340	1	340	340
362663.ECP_3841	362663.ECP_3423	362663	714.1	1	340	1	340	340
362663.ECP_3841	362663.ECP_3772	362663	454.5	124	340	1	217	217
362663.ECP_3841	362663.ECP_3774	362663	711.8	1	340	1	340	340
362663.ECP_3841	362663.ECP_3841	362663	714.1	1	340	1	340	340
362663.ECP_3841	362663.ECP_4617	362663	714.1	1	340	1	340	340
362663.ECP_3842	362663.ECP_0277	362663	531.2	2	260	1	259	259
362663.ECP_3842	362663.ECP_0319	362663	527.3	2	260	1	259	259
362663.ECP_3842	362663.ECP_1133	362663	531.2	2	260	1	259	259
362663.ECP_3842	362663.ECP_2024	362663	529.3	2	260	1	259	259
362663.ECP_3842	362663.ECP_2703	362663	531.2	2	260	1	259	259
362663.ECP_3842	362663.ECP_2996	362663	531.2	2	260	1	259	259
362663.ECP_3842	362663.ECP_3424	362663	531.2	2	260	1	259	259
362663.ECP_3842	362663.ECP_3773	362663	533.5	1	260	1	260	260
362663.ECP_3842	362663.ECP_3842	362663	533.5	1	260	1	260	260
362663.ECP_3842	362663.ECP_4616	362663	533.5	1	260	1	260	260
362663.ECP_3843	362663.ECP_0320	362663	147.9	26	188	33	199	205
362663.ECP_3843	362663.ECP_3840	362663	346.3	78	351	55	326	443
362663.ECP_3843	362663.ECP_3843	362663	733.0	1	354	1	354	354
362663.ECP_3844	362663.ECP_0321	362663	143.7	1	89	1	89	115
362663.ECP_3844	362663.ECP_3844	362663	182.6	1	89	1	89	89
362663.ECP_3845	362663.ECP_0322	362663	53.1	24	124	1	115	120
362663.ECP_3845	362663.ECP_0329	362663	57.4	24	124	1	115	120
362663.ECP_3845	362663.ECP_3845	362663	256.5	1	126	1	126	126
362663.ECP_3846	362663.ECP_3846	362663	150.6	1	70	1	70	70
362663.ECP_3847	362663.ECP_0816	362663	53.5	3	71	1	86	86
362663.ECP_3847	362663.ECP_3847	362663	138.7	1	71	1	71	71
362663.ECP_3848	362663.ECP_2706	362663	50.4	1	66	1	68	279
362663.ECP_3848	362663.ECP_2989	362663	50.4	1	66	1	68	279
362663.ECP_3848	362663.ECP_3806	362663	50.4	1	66	1	68	279
362663.ECP_3848	362663.ECP_3848	362663	136.0	1	67	1	67	67
362663.ECP_3848	362663.ECP_4566	362663	90.1	1	46	1	46	46
362663.ECP_3849	362663.ECP_2705	362663	66.6	8	98	3	94	100
362663.ECP_3849	362663.ECP_2990	362663	66.6	8	98	3	94	100
362663.ECP_3849	362663.ECP_3807	362663	66.6	8	98	3	94	100
362663.ECP_3849	362663.ECP_3849	362663	211.8	1	105	1	105	105
362663.ECP_3849	362663.ECP_4549	362663	59.7	9	98	15	105	111
362663.ECP_3849	362663.ECP_4567	362663	186.0	1	105	1	106	106
362663.ECP_3850	362663.ECP_0331	362663	192.6	12	294	10	289	290
362663.ECP_3850	362663.ECP_2037	362663	62.8	12	63	10	61	144
362663.ECP_3850	362663.ECP_3008	362663	196.1	12	294	10	289	290
362663.ECP_3850	362663.ECP_3850	362663	609.8	1	294	1	294	294
362663.ECP_3850	362663.ECP_4626	362663	575.5	1	294	1	294	294
362663.ECP_3851	362663.ECP_3851	362663	463.4	1	226	1	226	226
362663.ECP_3851	362663.ECP_4627	362663	459.9	1	226	1	226	226
362663.ECP_3852	362663.ECP_3852	362663	542.7	1	260	1	260	260
362663.ECP_3852	362663.ECP_4628	362663	538.5	1	260	1	260	260
362663.ECP_3853	362663.ECP_3010	362663	142.5	1	77	1	77	77
362663.ECP_3853	362663.ECP_3853	362663	164.5	1	77	1	77	77
362663.ECP_3854	362663.ECP_0333	362663	515.8	1	272	1	272	272
362663.ECP_3854	362663.ECP_2043	362663	504.6	1	272	1	273	273
362663.ECP_3854	362663.ECP_3011	362663	548.5	1	272	1	272	272
362663.ECP_3854	362663.ECP_3854	362663	561.6	1	272	1	272	272
362663.ECP_3854	362663.ECP_4629	362663	556.2	1	272	1	272	272
362663.ECP_3855	362663.ECP_0334	362663	327.8	1	161	1	161	161
362663.ECP_3855	362663.ECP_2044	362663	281.2	1	161	1	157	157
362663.ECP_3855	362663.ECP_3012	362663	316.6	1	161	1	161	161
362663.ECP_3855	362663.ECP_3855	362663	342.0	1	161	1	161	161
362663.ECP_3855	362663.ECP_4630	362663	304.7	18	161	4	147	147
362663.ECP_3856	362663.ECP_0335	362663	308.1	1	158	1	158	158
362663.ECP_3856	362663.ECP_2045	362663	312.8	1	158	1	158	158
362663.ECP_3856	362663.ECP_3013	362663	317.0	1	158	1	158	158
362663.ECP_3856	362663.ECP_3736	362663	127.9	39	158	95	214	214
362663.ECP_3856	362663.ECP_3856	362663	320.9	1	158	1	158	158
362663.ECP_3856	362663.ECP_4631	362663	315.1	1	158	1	158	158
362663.ECP_3857	362663.ECP_0336	362663	151.0	1	73	1	73	73
362663.ECP_3857	362663.ECP_2046	362663	156.4	1	73	1	73	73
362663.ECP_3857	362663.ECP_3014	362663	151.0	1	73	1	73	73
362663.ECP_3857	362663.ECP_3857	362663	156.4	1	73	1	73	73
362663.ECP_3857	362663.ECP_4632	362663	147.9	1	73	1	73	73
362663.ECP_3858	362663.ECP_0337	362663	231.9	1	122	1	122	122
362663.ECP_3858	362663.ECP_2047	362663	241.5	1	122	1	122	122
362663.ECP_3858	362663.ECP_3015	362663	229.6	1	121	21	141	142
362663.ECP_3858	362663.ECP_3858	362663	254.6	1	122	1	122	122
362663.ECP_3858	362663.ECP_4633	362663	233.0	1	122	1	122	122
362663.ECP_3859	362663.ECP_0338	362663	240.4	1	124	1	124	125
362663.ECP_3859	362663.ECP_2048	362663	225.7	1	124	1	124	124
362663.ECP_3859	362663.ECP_3016	362663	243.0	1	124	1	124	125
362663.ECP_3859	362663.ECP_3859	362663	260.4	1	124	1	124	124
362663.ECP_3859	362663.ECP_4634	362663	238.0	1	124	1	124	125
362663.ECP_3860	362663.ECP_0339	362663	289.3	2	159	5	162	162
362663.ECP_3860	362663.ECP_2049	362663	80.1	1	56	1	56	64
362663.ECP_3860	362663.ECP_3017	362663	270.4	2	159	5	162	162
362663.ECP_3860	362663.ECP_3860	362663	326.6	1	159	1	159	159
362663.ECP_3860	362663.ECP_4635	362663	263.5	16	159	1	144	144
362663.ECP_3861	362663.ECP_0340	362663	157.9	1	79	1	79	80
362663.ECP_3861	362663.ECP_3018	362663	152.5	1	80	1	80	80
362663.ECP_3861	362663.ECP_3861	362663	165.6	1	80	1	80	80
362663.ECP_3861	362663.ECP_4636	362663	146.0	1	80	1	80	80
362663.ECP_3862	362663.ECP_0341	362663	496.9	11	279	1	271	274
362663.ECP_3862	362663.ECP_3019	362663	540.8	1	280	1	280	280
362663.ECP_3862	362663.ECP_3862	362663	586.6	1	281	1	281	281
362663.ECP_3862	362663.ECP_4637	362663	70.9	1	49	3	52	52
362663.ECP_3863	362663.ECP_3863	362663	152.5	1	73	1	73	73
362663.ECP_3864	362663.ECP_3864	362663	250.8	1	122	1	122	122
362663.ECP_3865	362663.ECP_3865	362663	601.3	1	307	1	307	307
362663.ECP_3866	362663.ECP_0207	362663	347.8	10	272	9	271	271
362663.ECP_3866	362663.ECP_3866	362663	554.7	1	272	1	272	272
362663.ECP_3867	362663.ECP_3867	362663	201.8	1	97	1	97	97
362663.ECP_3868	362663.ECP_0455	362663	91.7	77	417	5	342	394
362663.ECP_3868	362663.ECP_1511	362663	122.5	67	415	4	353	396
362663.ECP_3868	362663.ECP_1602	362663	102.8	91	416	21	346	389
362663.ECP_3868	362663.ECP_3868	362663	892.9	1	451	1	451	451
362663.ECP_3868	362663.ECP_3910	362663	50.8	98	270	26	202	391
362663.ECP_3869	362663.ECP_3869	362663	326.6	1	159	1	159	159
362663.ECP_3870	362663.ECP_2878	362663	273.9	27	458	1	441	455
362663.ECP_3870	362663.ECP_3870	362663	932.2	1	470	1	470	470
362663.ECP_3870	362663.ECP_3914	362663	663.7	27	470	1	443	445
362663.ECP_3870	362663.ECP_4293	362663	302.0	36	459	6	436	449
362663.ECP_3871	362663.ECP_3871	362663	1212.6	1	588	1	588	588
362663.ECP_3872	362663.ECP_2282	362663	218.8	6	459	10	448	452
362663.ECP_3872	362663.ECP_2978	362663	218.8	14	452	13	447	454
362663.ECP_3872	362663.ECP_3872	362663	933.7	1	463	1	463	463
362663.ECP_3872	362663.ECP_3873	362663	193.4	1	450	1	438	439
362663.ECP_3872	362663.ECP_3892	362663	53.5	9	413	12	413	445
362663.ECP_3872	362663.ECP_4453	362663	63.5	33	461	14	424	425
362663.ECP_3873	362663.ECP_2282	362663	275.4	4	438	5	442	452
362663.ECP_3873	362663.ECP_2978	362663	198.0	18	413	17	419	454
362663.ECP_3873	362663.ECP_3872	362663	193.4	1	438	1	450	463
362663.ECP_3873	362663.ECP_3873	362663	883.2	1	439	1	439	439
362663.ECP_3873	362663.ECP_3892	362663	54.7	28	313	28	318	445
362663.ECP_3873	362663.ECP_4085	362663	50.4	62	315	40	284	421
362663.ECP_3873	362663.ECP_4175	362663	78.2	23	210	16	203	427
362663.ECP_3873	362663.ECP_4453	362663	68.6	23	427	3	407	425
362663.ECP_3874	362663.ECP_1271	362663	70.9	287	498	375	587	598
362663.ECP_3874	362663.ECP_2481	362663	77.4	295	495	354	555	566
362663.ECP_3874	362663.ECP_3874	362663	988.8	1	500	1	500	500
362663.ECP_3875	362663.ECP_1270	362663	102.1	3	189	8	207	216
362663.ECP_3875	362663.ECP_2233	362663	100.9	4	186	9	202	215
362663.ECP_3875	362663.ECP_2260	362663	77.0	2	192	4	205	216
362663.ECP_3875	362663.ECP_2394	362663	80.1	6	180	5	186	204
362663.ECP_3875	362663.ECP_3875	362663	396.7	1	196	1	196	196
362663.ECP_3876	362663.ECP_3876	362663	666.8	1	320	1	320	320
362663.ECP_3877	362663.ECP_0080	362663	50.1	10	78	4	73	163
362663.ECP_3877	362663.ECP_2985	362663	60.8	29	63	4	38	38
362663.ECP_3877	362663.ECP_3877	362663	199.9	1	96	1	96	96
362663.ECP_3878	362663.ECP_0079	362663	417.2	13	559	4	566	574
362663.ECP_3878	362663.ECP_0568	362663	286.2	20	484	11	486	593
362663.ECP_3878	362663.ECP_0886	362663	207.2	14	548	4	535	572
362663.ECP_3878	362663.ECP_2398	362663	160.2	15	471	10	474	564
362663.ECP_3878	362663.ECP_3878	362663	1154.8	1	562	1	562	562
362663.ECP_3878	362663.ECP_3962	362663	513.1	13	560	1	544	548
362663.ECP_3879	362663.ECP_0487	362663	57.8	44	391	47	390	454
362663.ECP_3879	362663.ECP_0856	362663	63.9	47	211	54	221	410
362663.ECP_3879	362663.ECP_1347	362663	118.2	13	392	10	386	387
362663.ECP_3879	362663.ECP_1607	362663	99.8	10	355	6	349	403
362663.ECP_3879	362663.ECP_2117	362663	54.7	27	185	27	183	471
362663.ECP_3879	362663.ECP_2223	362663	99.8	1	356	1	362	396
362663.ECP_3879	362663.ECP_3879	362663	778.5	1	396	1	396	396
362663.ECP_3879	362663.ECP_3910	362663	83.6	28	349	21	339	391
362663.ECP_3879	362663.ECP_3954	362663	60.1	27	228	28	218	475
362663.ECP_3880	362663.ECP_3880	362663	347.8	1	165	1	165	165
362663.ECP_3880	362663.ECP_3992	362663	53.5	16	161	171	402	411
362663.ECP_3881	362663.ECP_3881	362663	243.4	1	120	1	120	120
362663.ECP_3882	362663.ECP_3882	362663	274.2	1	135	1	135	135
362663.ECP_3883	362663.ECP_0018	362663	120.2	2	438	29	478	497
362663.ECP_3883	362663.ECP_1494	362663	70.5	28	347	108	414	560
362663.ECP_3883	362663.ECP_3883	362663	1045.4	1	497	1	497	497
362663.ECP_3883	362663.ECP_3993	362663	54.7	2	339	84	417	551
362663.ECP_3884	362663.ECP_1015	362663	63.5	14	495	19	489	502
362663.ECP_3884	362663.ECP_3351	362663	73.6	6	459	6	450	483
362663.ECP_3884	362663.ECP_3884	362663	1144.4	1	571	1	571	571
362663.ECP_3885	362663.ECP_3885	362663	605.1	1	288	1	288	288
362663.ECP_3886	362663.ECP_0861	362663	135.6	18	558	16	557	561
362663.ECP_3886	362663.ECP_3886	362663	1115.9	1	561	1	561	561
362663.ECP_3887	362663.ECP_3887	362663	298.1	1	144	1	144	144
362663.ECP_3887	362663.ECP_3888	362663	134.4	3	137	1	137	137
362663.ECP_3888	362663.ECP_3887	362663	134.4	1	137	3	137	144
362663.ECP_3888	362663.ECP_3888	362663	278.9	1	137	1	137	137
362663.ECP_3889	362663.ECP_3889	362663	282.3	1	135	1	135	135
362663.ECP_3890	362663.ECP_3890	362663	836.6	1	404	1	404	404
362663.ECP_3891	362663.ECP_3891	362663	780.0	1	373	1	373	373
362663.ECP_3892	362663.ECP_2117	362663	55.1	45	197	24	176	471
362663.ECP_3892	362663.ECP_2282	362663	76.3	27	443	25	441	452
362663.ECP_3892	362663.ECP_2289	362663	69.7	24	432	11	410	429
362663.ECP_3892	362663.ECP_2770	362663	355.5	21	444	10	442	450
362663.ECP_3892	362663.ECP_2978	362663	61.6	13	416	9	419	454
362663.ECP_3892	362663.ECP_3184	362663	149.4	29	432	8	406	432
362663.ECP_3892	362663.ECP_3217	362663	349.7	20	444	6	440	444
362663.ECP_3892	362663.ECP_3307	362663	50.8	46	237	35	211	496
362663.ECP_3892	362663.ECP_3872	362663	53.5	12	413	9	413	463
362663.ECP_3892	362663.ECP_3873	362663	54.7	28	318	28	313	439
362663.ECP_3892	362663.ECP_3892	362663	892.9	1	445	1	445	445
362663.ECP_3892	362663.ECP_4175	362663	206.5	16	440	1	424	427
362663.ECP_3892	362663.ECP_4453	362663	154.8	20	438	1	411	425
362663.ECP_3893	362663.ECP_1529	362663	186.0	1	382	1	404	404
362663.ECP_3893	362663.ECP_2290	362663	91.7	47	285	99	329	405
362663.ECP_3893	362663.ECP_3893	362663	786.9	1	382	1	382	382
362663.ECP_3893	362663.ECP_4174	362663	177.6	1	382	21	424	424
362663.ECP_3894	362663.ECP_1794	362663	62.0	8	166	16	173	213
362663.ECP_3894	362663.ECP_3894	362663	412.9	1	205	1	205	205
362663.ECP_3894	362663.ECP_4044	362663	169.9	6	202	9	205	209
362663.ECP_3895	362663.ECP_3895	362663	603.6	1	292	1	292	292
362663.ECP_3895	362663.ECP_4045	362663	150.2	5	289	7	319	334
362663.ECP_3896	362663.ECP_0119	362663	57.4	17	165	23	169	254
362663.ECP_3896	362663.ECP_1524	362663	64.3	13	227	21	219	228
362663.ECP_3896	362663.ECP_3058	362663	68.9	17	228	20	235	254
362663.ECP_3896	362663.ECP_3099	362663	58.5	6	228	6	232	249
362663.ECP_3896	362663.ECP_3309	362663	58.5	21	213	48	240	263
362663.ECP_3896	362663.ECP_3705	362663	64.7	25	227	28	234	258
362663.ECP_3896	362663.ECP_3896	362663	473.0	1	229	1	229	229
362663.ECP_3896	362663.ECP_3955	362663	109.0	13	223	22	230	230
362663.ECP_3896	362663.ECP_4660	362663	63.5	17	229	22	235	257
362663.ECP_3897	362663.ECP_3897	362663	454.9	1	218	1	218	218
362663.ECP_3898	362663.ECP_0507	362663	75.9	4	245	3	237	272
362663.ECP_3898	362663.ECP_0778	362663	82.0	1	269	1	272	272
362663.ECP_3898	362663.ECP_0835	362663	63.9	1	270	1	265	271
362663.ECP_3898	362663.ECP_0858	362663	69.3	1	266	1	261	271
362663.ECP_3898	362663.ECP_3898	362663	555.8	1	270	1	270	270
362663.ECP_3898	362663.ECP_4020	362663	83.6	4	270	3	266	266
362663.ECP_3899	362663.ECP_3899	362663	257.7	1	132	1	132	132
362663.ECP_3900	362663.ECP_3122	362663	392.9	1	550	1	542	630
362663.ECP_3900	362663.ECP_3900	362663	1665.2	1	804	1	804	804
362663.ECP_3901	362663.ECP_3901	362663	735.7	1	357	1	357	357
362663.ECP_3902	362663.ECP_3902	362663	753.4	1	366	1	366	366
362663.ECP_3903	362663.ECP_2498	362663	81.3	96	341	17	247	248
362663.ECP_3903	362663.ECP_3903	362663	918.7	1	444	1	444	444
362663.ECP_3904	362663.ECP_3904	362663	99.0	1	46	1	46	46
362663.ECP_3905	362663.ECP_3905	362663	221.5	1	108	1	108	108
362663.ECP_3906	362663.ECP_3906	362663	1128.6	1	548	1	548	548
362663.ECP_3907	362663.ECP_2516	362663	70.9	217	304	203	293	490
362663.ECP_3907	362663.ECP_2568	362663	57.4	219	375	11	176	301
362663.ECP_3907	362663.ECP_3907	362663	908.7	1	454	1	454	454
362663.ECP_3908	362663.ECP_3908	362663	982.6	1	471	1	471	471
362663.ECP_3909	362663.ECP_1850	362663	198.0	8	415	2	403	403
362663.ECP_3909	362663.ECP_3249	362663	419.5	5	414	7	413	414
362663.ECP_3909	362663.ECP_3909	362663	821.2	1	415	1	415	415
362663.ECP_3910	362663.ECP_0487	362663	63.2	34	181	44	189	454
362663.ECP_3910	362663.ECP_0856	362663	65.1	18	183	32	193	410
362663.ECP_3910	362663.ECP_1347	362663	108.2	8	248	7	252	387
362663.ECP_3910	362663.ECP_1607	362663	101.3	2	236	5	236	403
362663.ECP_3910	362663.ECP_1772	362663	55.1	24	214	37	223	457
362663.ECP_3910	362663.ECP_2117	362663	51.2	26	182	33	193	471
362663.ECP_3910	362663.ECP_2223	362663	113.6	11	232	18	243	396
362663.ECP_3910	362663.ECP_2392	362663	60.8	24	183	39	202	512
362663.ECP_3910	362663.ECP_2651	362663	57.4	24	182	35	195	512
362663.ECP_3910	362663.ECP_3868	362663	50.8	26	202	98	270	451
362663.ECP_3910	362663.ECP_3879	362663	83.6	21	339	28	349	396
362663.ECP_3910	362663.ECP_3910	362663	773.1	1	391	1	391	391
362663.ECP_3910	362663.ECP_3954	362663	51.2	26	172	34	180	475
362663.ECP_3911	362663.ECP_0078	362663	55.8	1	290	39	311	314
362663.ECP_3911	362663.ECP_0636	362663	53.9	1	63	27	89	300
362663.ECP_3911	362663.ECP_3911	362663	607.1	1	295	1	295	295
362663.ECP_3912	362663.ECP_3570	362663	51.2	24	111	17	96	195
362663.ECP_3912	362663.ECP_3912	362663	525.4	1	253	1	253	253
362663.ECP_3913	362663.ECP_3913	362663	384.0	1	188	1	188	188
362663.ECP_3914	362663.ECP_2878	362663	266.5	4	431	7	441	455
362663.ECP_3914	362663.ECP_3870	362663	663.7	1	443	27	470	470
362663.ECP_3914	362663.ECP_3914	362663	875.2	1	445	1	445	445
362663.ECP_3914	362663.ECP_4293	362663	271.9	5	436	2	440	449
362663.ECP_3915	362663.ECP_2332	362663	68.2	8	193	7	188	216
362663.ECP_3915	362663.ECP_3915	362663	464.2	1	221	1	221	221
362663.ECP_3916	362663.ECP_3916	362663	307.4	1	157	1	157	157
362663.ECP_3917	362663.ECP_0690	362663	75.9	1	239	1	249	266
362663.ECP_3917	362663.ECP_3233	362663	77.4	7	231	26	251	255
362663.ECP_3917	362663.ECP_3917	362663	494.6	1	240	1	240	240
362663.ECP_3918	362663.ECP_3918	362663	801.6	1	389	1	389	389
362663.ECP_3919	362663.ECP_1517	362663	130.2	441	538	6	103	103
362663.ECP_3919	362663.ECP_3919	362663	1112.8	1	538	1	538	538
362663.ECP_3919	362663.ECP_4254	362663	85.1	123	538	24	446	446
362663.ECP_3920	362663.ECP_1516	362663	464.9	1	462	1	479	479
362663.ECP_3920	362663.ECP_2677	362663	543.1	1	463	1	474	474
362663.ECP_3920	362663.ECP_2895	362663	472.6	3	462	5	477	477
362663.ECP_3920	362663.ECP_3920	362663	973.8	1	464	1	464	464
362663.ECP_3921	362663.ECP_0691	362663	110.2	456	624	481	648	648
362663.ECP_3921	362663.ECP_1565	362663	52.4	8	70	455	517	530
362663.ECP_3921	362663.ECP_2441	362663	111.7	478	622	23	167	169
362663.ECP_3921	362663.ECP_2451	362663	161.8	2	398	7	409	474
362663.ECP_3921	362663.ECP_2676	362663	204.1	4	470	8	482	485
362663.ECP_3921	362663.ECP_2752	362663	212.2	3	453	5	453	456
362663.ECP_3921	362663.ECP_3921	362663	1253.8	1	624	1	624	624
362663.ECP_3921	362663.ECP_4489	362663	149.8	2	414	8	433	473
362663.ECP_3922	362663.ECP_2828	362663	111.7	3	226	1	223	274
362663.ECP_3922	362663.ECP_3922	362663	572.8	1	278	1	278	278
362663.ECP_3923	362663.ECP_3923	362663	495.0	1	241	1	241	241
362663.ECP_3924	362663.ECP_0069	362663	77.8	11	254	2	232	232
362663.ECP_3924	362663.ECP_0135	362663	76.6	19	252	14	233	308
362663.ECP_3924	362663.ECP_0161	362663	85.1	13	231	14	227	265
362663.ECP_3924	362663.ECP_0209	362663	124.8	18	252	11	241	343
362663.ECP_3924	362663.ECP_0285	362663	66.2	3	185	161	338	351
362663.ECP_3924	362663.ECP_0305	362663	87.8	11	239	367	594	1245
362663.ECP_3924	362663.ECP_0429	362663	105.1	11	215	2	192	255
362663.ECP_3924	362663.ECP_0509	362663	84.0	11	239	337	557	590
362663.ECP_3924	362663.ECP_0510	362663	87.0	11	245	341	567	593
362663.ECP_3924	362663.ECP_0556	362663	89.4	3	211	1	197	225
362663.ECP_3924	362663.ECP_0562	362663	66.6	87	232	7	150	152
362663.ECP_3924	362663.ECP_0620	362663	109.0	9	241	6	233	271
362663.ECP_3924	362663.ECP_0675	362663	141.0	11	253	2	237	241
362663.ECP_3924	362663.ECP_0771	362663	60.5	10	221	260	471	490
362663.ECP_3924	362663.ECP_0777	362663	68.9	16	240	4	217	352
362663.ECP_3924	362663.ECP_0808	362663	80.5	1	250	318	557	578
362663.ECP_3924	362663.ECP_0823	362663	141.4	11	252	2	236	240
362663.ECP_3924	362663.ECP_0842	362663	114.8	16	254	319	555	612
362663.ECP_3924	362663.ECP_0869	362663	135.6	11	252	47	277	404
362663.ECP_3924	362663.ECP_0879	362663	119.4	11	253	3	241	242
362663.ECP_3924	362663.ECP_0894	362663	78.6	22	218	20	210	648
362663.ECP_3924	362663.ECP_0900	362663	95.1	10	245	338	565	573
362663.ECP_3924	362663.ECP_0901	362663	57.0	3	232	342	563	588
362663.ECP_3924	362663.ECP_0925	362663	106.3	3	240	334	566	582
362663.ECP_3924	362663.ECP_0945	362663	92.0	19	230	20	211	255
362663.ECP_3924	362663.ECP_0954	362663	60.1	26	211	19	212	635
362663.ECP_3924	362663.ECP_1110	362663	79.0	26	219	6	194	214
362663.ECP_3924	362663.ECP_1120	362663	106.7	11	243	18	239	378
362663.ECP_3924	362663.ECP_1191	362663	68.9	25	241	22	230	275
362663.ECP_3924	362663.ECP_1242	362663	72.0	11	220	4	207	252
362663.ECP_3924	362663.ECP_1293	362663	97.1	1	243	1	260	337
362663.ECP_3924	362663.ECP_1294	362663	97.4	23	254	37	267	334
362663.ECP_3924	362663.ECP_1348	362663	92.8	3	257	1	256	268
362663.ECP_3924	362663.ECP_1349	362663	73.6	11	252	4	259	330
362663.ECP_3924	362663.ECP_1370	362663	75.1	19	125	13	111	111
362663.ECP_3924	362663.ECP_1443	362663	104.0	11	243	5	226	337
362663.ECP_3924	362663.ECP_1629	362663	56.2	11	232	2	226	248
362663.ECP_3924	362663.ECP_1657	362663	58.5	32	244	22	224	249
362663.ECP_3924	362663.ECP_1702	362663	74.3	13	213	4	195	217
362663.ECP_3924	362663.ECP_1802	362663	68.2	9	213	3	182	251
362663.ECP_3924	362663.ECP_1841	362663	60.8	14	220	11	211	504
362663.ECP_3924	362663.ECP_1939	362663	76.6	8	248	339	575	600
362663.ECP_3924	362663.ECP_1940	362663	68.9	9	242	310	538	570
362663.ECP_3924	362663.ECP_2033	362663	80.1	9	232	2	214	255
362663.ECP_3924	362663.ECP_2168	362663	127.9	11	257	2	236	262
362663.ECP_3924	362663.ECP_2188	362663	65.5	6	231	5	228	506
362663.ECP_3924	362663.ECP_2221	362663	91.7	25	252	24	257	529
362663.ECP_3924	362663.ECP_2345	362663	133.3	7	254	2	254	257
362663.ECP_3924	362663.ECP_2445	362663	123.6	11	246	3	231	365
362663.ECP_3924	362663.ECP_2548	362663	57.8	17	230	17	227	503
362663.ECP_3924	362663.ECP_2643	362663	124.8	25	254	43	267	400
362663.ECP_3924	362663.ECP_2921	362663	57.8	26	211	19	195	225
362663.ECP_3924	362663.ECP_3120	362663	89.7	15	250	14	244	269
362663.ECP_3924	362663.ECP_3282	362663	118.2	3	246	1	239	269
362663.ECP_3924	362663.ECP_3289	362663	92.4	9	251	2	239	241
362663.ECP_3924	362663.ECP_3345	362663	65.5	11	237	6	229	499
362663.ECP_3924	362663.ECP_3366	362663	144.4	3	253	5	248	252
362663.ECP_3924	362663.ECP_3543	362663	94.0	19	252	13	235	356
362663.ECP_3924	362663.ECP_3547	362663	99.8	19	254	14	237	237
362663.ECP_3924	362663.ECP_3548	362663	91.3	11	220	6	222	255
362663.ECP_3924	362663.ECP_3556	362663	91.3	19	219	11	204	222
362663.ECP_3924	362663.ECP_3574	362663	83.6	8	257	2	249	254
362663.ECP_3924	362663.ECP_3575	362663	82.0	11	241	4	241	268
362663.ECP_3924	362663.ECP_3578	362663	105.9	5	250	271	505	911
362663.ECP_3924	362663.ECP_3605	362663	69.7	11	244	2	230	256
362663.ECP_3924	362663.ECP_3641	362663	103.2	25	254	37	264	334
362663.ECP_3924	362663.ECP_3642	362663	90.9	11	249	4	251	327
362663.ECP_3924	362663.ECP_3670	362663	70.9	8	241	14	248	525
362663.ECP_3924	362663.ECP_3822	362663	64.7	11	225	47	248	278
362663.ECP_3924	362663.ECP_3828	362663	94.7	11	243	468	694	707
362663.ECP_3924	362663.ECP_3924	362663	539.3	1	257	1	257	257
362663.ECP_3924	362663.ECP_3948	362663	78.2	4	230	249	473	501
362663.ECP_3924	362663.ECP_4253	362663	107.1	9	252	2	234	371
362663.ECP_3924	362663.ECP_4314	362663	105.5	11	239	4	226	234
362663.ECP_3924	362663.ECP_4315	362663	68.9	9	232	10	235	284
362663.ECP_3924	362663.ECP_4330	362663	67.8	20	228	15	221	510
362663.ECP_3924	362663.ECP_4339	362663	55.8	22	207	20	203	226
362663.ECP_3924	362663.ECP_4340	362663	88.6	11	253	6	247	252
362663.ECP_3924	362663.ECP_4348	362663	92.0	11	230	5	231	262
362663.ECP_3924	362663.ECP_4478	362663	75.1	11	239	10	232	500
362663.ECP_3924	362663.ECP_4554	362663	94.7	11	243	468	694	707
362663.ECP_3924	362663.ECP_4777	362663	53.9	11	221	324	510	555
362663.ECP_3925	362663.ECP_3925	362663	584.7	1	294	1	294	294
362663.ECP_3926	362663.ECP_2447	362663	50.4	171	251	141	221	277
362663.ECP_3926	362663.ECP_3926	362663	621.7	1	319	1	319	319
362663.ECP_3927	362663.ECP_3927	362663	693.3	1	346	1	346	346
362663.ECP_3928	362663.ECP_2351	362663	72.8	1	197	1	214	505
362663.ECP_3928	362663.ECP_3928	362663	1243.8	1	609	1	609	609
362663.ECP_3929	362663.ECP_3929	362663	930.6	1	456	1	456	456
362663.ECP_3930	362663.ECP_3930	362663	281.2	1	139	1	139	139
362663.ECP_3931	362663.ECP_1875	362663	144.4	65	377	97	407	457
362663.ECP_3931	362663.ECP_3931	362663	932.9	1	460	1	460	460
362663.ECP_3931	362663.ECP_3933	362663	112.8	52	371	71	403	513
362663.ECP_3932	362663.ECP_3932	362663	593.2	1	287	1	287	287
362663.ECP_3933	362663.ECP_1875	362663	104.4	96	433	109	434	457
362663.ECP_3933	362663.ECP_3931	362663	112.8	71	403	52	371	460
