#string_protein_id	preferred_name	protein_size	annotation
1034809.SLUG_18020	purQ	223	Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP- dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from Pu [...] 
1034809.SLUG_18030	purS	86	Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP- dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from Pu [...] 
1034809.SLUG_18040	purC	214	Belongs to the SAICAR synthetase family. 
1034809.SLUG_18050	purK	375	Catalyzes the ATP-dependent conversion of 5-aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5-carboxyaminoimidazole ribonucleotide (N5-CAIR)
1034809.SLUG_18060	purE	160	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR)
1034809.SLUG_18070	folD	285	Catalyzes the oxidation of 5,10-methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10- methenyltetrahydrofolate to 10-formyltetrahydrofolate. 
1034809.SLUG_18080	Flavohemoprotein	381	Belongs to the globin family. 
1034809.SLUG_18090	CCB54309.1	105	annotation not available
1034809.SLUG_18100	qoxA	370	Catalyzes quinol oxidation with the concomitant reduction of oxygen to water. Subunit II transfers the electrons from a quinol to the binuclear center of the catalytic subunit I. 
1034809.SLUG_18110	qoxB	662	Belongs to the heme-copper respiratory oxidase family. 
1034809.SLUG_18120	qoxC	201	annotation not available
1034809.SLUG_18130	qoxD	96	annotation not available
1034809.SLUG_18140	rihC	302	annotation not available
1034809.SLUG_18150	fmt	404	annotation not available
1034809.SLUG_18160	CCB54317.1	400	annotation not available
1034809.SLUG_18170	CCB54318.1	156	annotation not available
1034809.SLUG_18180	CCB54319.1	142	annotation not available
1034809.SLUG_18190	atl	1270	annotation not available
1034809.SLUG_18200	CCB54321.1	139	annotation not available
1034809.SLUG_18210	CCB54322.1	335	annotation not available
1034809.SLUG_18220	CCB54323.1	387	annotation not available
1034809.SLUG_18230	menB	272	Converts o-succinylbenzoyl-CoA (OSB-CoA) to 1,4-dihydroxy-2- naphthoyl-CoA (DHNA-CoA)
1034809.SLUG_18240	CCB54325.1	267	Catalyzes a proton abstraction reaction that results in 2,5- elimination of pyruvate from 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC) and the formation of 2-succinyl-6- hydroxy-2,4-cyclohexadiene-1-carboxylate (SHCHC)
1034809.SLUG_18250	menD	556	Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2- succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate (SEPHCHC). 
1034809.SLUG_18260	CCB54327.1	453	annotation not available
1034809.SLUG_18270	menA	312	Conversion of 1,4-dihydroxy-2-naphthoate (DHNA) to demethylmenaquinone (DMK)
1034809.SLUG_18280	CCB54329.1	61	Uncharacterized protein; Possible remnant
1034809.SLUG_18290	CCB54330.1	133	Homology to a secreted protein; CDS seems to be truncated, signal peptide is missing
1034809.SLUG_18300	CCB54331.1	67	annotation not available
1034809.SLUG_18310	CCB54332.1	64	annotation not available
1034809.SLUG_18320	CCB54333.1	179	annotation not available
1034809.SLUG_18330	CCB54334.1	189	annotation not available
1034809.SLUG_18340	CCB54336.1	72	annotation not available
1034809.SLUG_18350	CCB54337.1	328	annotation not available
1034809.SLUG_18360	CCB54338.1	61	annotation not available
1034809.SLUG_18370	CCB54339.1	200	annotation not available
1034809.SLUG_18380	CCB54340.1	504	Belongs to the 5'-nucleotidase family. 
1034809.SLUG_18390	CCB54341.1	452	annotation not available
1034809.SLUG_18400	htrA2	658	annotation not available
1034809.SLUG_18410	CCB54343.1	265	annotation not available
1034809.SLUG_18420	prfC	520	Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF-1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP. 
1034809.SLUG_18430	CCB54345.1	84	annotation not available
1034809.SLUG_18440	murE	494	Catalyzes the addition of L-lysine to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan
1034809.SLUG_18450	ugtP	391	Processive glucosyltransferase involved in the biosynthesis of both the bilayer- and non-bilayer-forming membrane glucolipids. Is able to successively transfer two glucosyl residues to diacylglycerol (DAG), thereby catalyzing the formation of beta-monoglucosyl-DAG (3-O- (beta-D-glucopyranosyl)-1,2-diacyl-sn-glycerol) and beta-diglucosyl-DAG (3-O-(beta-D-glucopyranosyl-beta-(1->6)-D-glucopyranosyl)-1,2-diacyl- sn-glycerol). Beta-diglucosyl-DAG is the predominant glycolipid found in Bacillales and is also used as a membrane anchor for lipoteichoic acid (LTA)
1034809.SLUG_18460	CCB54348.1	397	annotation not available
1034809.SLUG_18470	CCB54349.1	168	Belongs to the 2H phosphoesterase superfamily. YjcG family. 
1034809.SLUG_18480	CCB54350.1	139	annotation not available
1034809.SLUG_18490	CCB54351.1	245	Belongs to the short-chain dehydrogenases/reductases (SDR) family
1034809.SLUG_18500	CCB54352.1	246	annotation not available
1034809.SLUG_18510	CCB54353.1	361	annotation not available
1034809.SLUG_18520	fabI	256	annotation not available
1034809.SLUG_18530	CCB54355.1	614	Belongs to the monovalent cation:proton antiporter 2 (CPA2) transporter (TC 2.A.37) family
1034809.SLUG_18540	mgtE	425	Acts as a magnesium transporter. 
1034809.SLUG_18550	CCB54357.1	284	annotation not available
1034809.SLUG_18560	nadK	269	Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP
1034809.SLUG_18570	CCB54359.1	211	annotation not available
1034809.SLUG_18580	CCB54360.1	115	annotation not available
1034809.SLUG_18590	CCB54362.1	190	annotation not available
1034809.SLUG_18600	CCB54363.1	121	annotation not available
1034809.SLUG_18610	CCB54364.1	265	annotation not available
1034809.SLUG_18620	pepB	602	annotation not available
1034809.SLUG_18630	CCB54366.1	323	annotation not available
1034809.SLUG_18640	mecA	243	Enables the recognition and targeting of unfolded and aggregated proteins to the ClpC protease or to other proteins involved in proteolysis
1034809.SLUG_18650	spxA	131	Interferes with activator-stimulated transcription by interaction with the RNA polymerase alpha-CTD. May function to globally reduce transcription of genes involved in growth- and development- promoting processes and to increase transcription of genes involved in thiol homeostasis, during periods of extreme stress. 
1034809.SLUG_18660	trpS	329	Catalyzes the attachment of tryptophan to tRNA(Trp). 
1034809.SLUG_18670	CCB54370.1	251	annotation not available
1034809.SLUG_18680	CCB54371.1	44	annotation not available
1034809.SLUG_18690	CCB54372.1	550	annotation not available
1034809.SLUG_18700	oppF	313	Belongs to the ABC transporter superfamily. 
1034809.SLUG_18710	oppD	360	Belongs to the ABC transporter superfamily. 
1034809.SLUG_18720	oppC	354	annotation not available
1034809.SLUG_18730	oppB	309	annotation not available
1034809.SLUG_18740	CCB54378.1	124	annotation not available
1034809.SLUG_18750	fabF	414	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. 
1034809.SLUG_18760	fabH	313	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched-chain and/or straight-chain of fatty acids
1034809.SLUG_18770	CCB54381.1	54	annotation not available
1034809.SLUG_18780	CCB54382.1	64	annotation not available
1034809.SLUG_18790	clpB	869	Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE
1034809.SLUG_18800	CCB54384.1	102	annotation not available
1034809.SLUG_18810	CCB54385.1	272	annotation not available
1034809.SLUG_18820	cdr	440	Catalyzes specifically the NADPH-dependent reduction of coenzyme A disulfide
1034809.SLUG_18830	CCB54387.1	129	annotation not available
1034809.SLUG_18840	CCB54388.1	300	annotation not available
1034809.SLUG_18850	addA	1216	ATP-dependent DNA helicase
1034809.SLUG_18860	addB	1155	ATP-dependent DNA helicase
1034809.SLUG_18870	spsB	189	Belongs to the peptidase S26 family. 
1034809.SLUG_18880	CCB54393.1	191	annotation not available
1034809.SLUG_18890	pgi	443	Belongs to the GPI family. Rule:MF_00473, ECO:0000256|RuleBase:RU000612,
1034809.SLUG_18900	argG	401	Belongs to the argininosuccinate synthase family. Type 1 subfamily
1034809.SLUG_18910	argH	460	annotation not available
1034809.SLUG_18920	CCB54397.1	121	annotation not available
1034809.SLUG_18930	CCB54398.1	93	annotation not available
1034809.SLUG_18940	CCB54399.1	540	annotation not available
1034809.SLUG_18950	CCB54400.1	414	Belongs to the Glu/Leu/Phe/Val dehydrogenases family. 
1034809.SLUG_18960	CCB54401.1	376	annotation not available
1034809.SLUG_18970	CCB54402.1	126	annotation not available
1034809.SLUG_18980	CCB54403.1	197	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
1034809.SLUG_18990	CCB54404.1	126	annotation not available
1034809.SLUG_19000	mnhA	805	annotation not available
1034809.SLUG_19010	mnhB	142	annotation not available
1034809.SLUG_19020	mnhC	115	annotation not available
1034809.SLUG_19030	mnhD	498	annotation not available
1034809.SLUG_19040	mnhE	160	annotation not available
1034809.SLUG_19050	mnhF	96	annotation not available
1034809.SLUG_19060	mnhG	118	annotation not available
1034809.SLUG_19070	CCB54412.1	389	annotation not available
1034809.SLUG_19080	CCB54413.1	124	annotation not available
1034809.SLUG_19090	CCB54414.1	439	annotation not available
1034809.SLUG_19100	pepA	492	Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N- terminal amino acids from various peptides. 
1034809.SLUG_19110	CCB54416.1	402	annotation not available
1034809.SLUG_19120	CCB54418.1	345	annotation not available
1034809.SLUG_19130	CCB54419.1	577	annotation not available
1034809.SLUG_19140	CCB54420.1	584	annotation not available
1034809.SLUG_19150	CCB54421.1	486	annotation not available
1034809.SLUG_19160	CCB54422.1	241	annotation not available
1034809.SLUG_19170	CCB54423.1	192	annotation not available
1034809.SLUG_19180	CCB54424.1	917	annotation not available
1034809.SLUG_19190	CCB54426.1	230	annotation not available
1034809.SLUG_19200	CCB54427.1	702	annotation not available
1034809.SLUG_19210	CCB54428.1	2007	annotation not available
1034809.SLUG_19220	CCB54430.1	527	Putativeadenylate synthase; Homology to PchD of P. fluorescens, involved in siderophore biosynthesis
1034809.SLUG_19230	CCB54431.1	221	Belongs to the P-Pant transferase superfamily. 
1034809.SLUG_19240	CCB54432.1	243	annotation not available
1034809.SLUG_19250	CCB54433.1	120	Belongs to the HesB/IscA family. 
1034809.SLUG_19260	CCB54434.1	78	Belongs to the UPF0349 family
1034809.SLUG_19270	CCB54435.1	354	annotation not available
1034809.SLUG_19280	CCB54436.1	108	annotation not available
1034809.SLUG_19290	CCB54437.1	80	annotation not available
1034809.SLUG_19300	dltD	396	annotation not available
1034809.SLUG_19310	dltC	78	Carrier protein involved in the D-alanylation of lipoteichoic acid (LTA). The loading of thioester-linked D-alanine onto DltC is catalyzed by D-alanine--D-alanyl carrier protein ligase DltA. The DltC- carried D-alanyl group is further transferred to cell membrane phosphatidylglycerol (PG) by forming an ester bond, probably catalyzed by DltD. D-alanylation of LTA plays an important role in modulating the properties of the cell wall in Gram-positive bacteria, influencing the net charge of the cell wall
1034809.SLUG_19320	dltB	404	Could be involved in the transport of activated D-alanine through the membrane
1034809.SLUG_19330	dltA	485	Catalyzes the first step in the D-alanylation of lipoteichoic acid (LTA), the activation of D-alanine and its transfer onto the D- alanyl carrier protein (Dcp) DltC. In an ATP-dependent two-step reaction, forms a high energy D-alanyl-AMP intermediate, followed by transfer of the D-alanyl residue as a thiol ester to the phosphopantheinyl prosthetic group of the Dcp. D-alanylation of LTA plays an important role in modulating the properties of the cell wall in Gram-positive bacteria, influencing the net charge of the cell wall. 
1034809.SLUG_19340	dltX	49	annotation not available
1034809.SLUG_19350	CCB54443.1	321	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
1034809.SLUG_19360	CCB54444.1	259	Catalyzes the dephosphorylation of 2-6 carbon acid sugars in vitro
1034809.SLUG_19370	CCB54445.1	143	annotation not available
1034809.SLUG_19380	CCB54446.1	88	annotation not available
1034809.SLUG_19390	CCB54447.1	132	annotation not available
1034809.SLUG_19400	lipA	307	Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives
1034809.SLUG_19410	CCB54449.1	439	Belongs to the 5'-nucleotidase family. 
1034809.SLUG_19420	CCB54450.1	275	annotation not available
1034809.SLUG_19430	CCB54451.1	282	annotation not available
1034809.SLUG_19440	CCB54452.1	357	annotation not available
1034809.SLUG_19450	CCB54453.1	347	annotation not available
1034809.SLUG_19460	CCB54454.1	217	annotation not available
1034809.SLUG_19470	CCB54455.1	220	annotation not available
1034809.SLUG_19480	CCB54456.1	224	annotation not available
1034809.SLUG_19490	CCB54457.1	172	annotation not available
1034809.SLUG_19500	CCB54458.1	154	annotation not available
1034809.SLUG_19510	CCB54459.1	48	Possible truncation
1034809.SLUG_19520	CCB54460.1	68	annotation not available
1034809.SLUG_19530	CCB54461.1	123	annotation not available
1034809.SLUG_19540	CCB54462.1	403	annotation not available
1034809.SLUG_19550	CCB54463.1	169	annotation not available
1034809.SLUG_19551	CCB54465.1	125	annotation not available
1034809.SLUG_19552	CCB54466.1	180	annotation not available
1034809.SLUG_19554	SLUG_19554	200	CDS contains a frameshift after residue 137
1034809.SLUG_19555	CCB54469.1	80	annotation not available
1034809.SLUG_19556	CCB54470.1	66	annotation not available
1034809.SLUG_19557	CCB54471.1	94	Possible gene remnant
1034809.SLUG_19558	CCB54472.1	111	annotation not available
1034809.SLUG_19560	SLUG_19560	351	CDS contains a frameshift after residue 109
1034809.SLUG_19561	CCB54475.1	158	annotation not available
1034809.SLUG_19570	CCB54476.1	164	annotation not available
1034809.SLUG_19580	CCB54477.1	265	annotation not available
1034809.SLUG_19590	CCB54478.1	127	annotation not available
1034809.SLUG_19600	CCB54479.1	137	annotation not available
1034809.SLUG_19610	CCB54480.1	420	annotation not available
1034809.SLUG_19620	CCB54481.1	96	annotation not available
1034809.SLUG_19630	CCB54482.1	57	annotation not available
1034809.SLUG_19640	CCB54483.1	266	annotation not available
1034809.SLUG_19660	essB	437	Type VII secretion protein EssB; CDS contains a frameshift after residue 1373
1034809.SLUG_19670	esaB	80	annotation not available
1034809.SLUG_19680	essA	144	annotation not available
1034809.SLUG_19690	esaA	1006	annotation not available
1034809.SLUG_19700	esxA	97	Belongs to the WXG100 family. 
1034809.SLUG_19710	CCB54490.1	304	annotation not available
1034809.SLUG_19720	CCB54491.1	293	annotation not available
1034809.SLUG_19730	CCB54492.1	137	annotation not available
1034809.SLUG_19740	CCB54493.1	139	annotation not available
1034809.SLUG_19750	sufB	465	annotation not available
1034809.SLUG_19760	CCB54495.1	154	annotation not available
1034809.SLUG_19770	csdB	413	Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L-selenocystine to produce L-alanine
1034809.SLUG_19780	sufD	435	annotation not available
1034809.SLUG_19790	sufC	253	annotation not available
1034809.SLUG_19800	CCB54499.1	295	annotation not available
1034809.SLUG_19810	CCB54500.1	67	Belongs to the UPF0337 (CsbD) family. 
1034809.SLUG_19820	CCB54501.1	305	Belongs to the bacterial solute-binding protein 9 family. 
1034809.SLUG_19830	CCB54502.1	270	Belongs to the nlpA lipoprotein family. 
1034809.SLUG_19840	CCB54503.1	231	annotation not available
1034809.SLUG_19850	metN	341	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system
1034809.SLUG_19860	CCB54505.1	99	annotation not available
1034809.SLUG_19870	CCB54506.1	128	annotation not available
1034809.SLUG_19880	gcvH	126	Is also involved in protein lipoylation via its role as an octanoyl/lipoyl carrier protein intermediate
1034809.SLUG_19890	CCB54508.1	118	Belongs to the ArsC family. 
1034809.SLUG_19900	CCB54509.1	107	annotation not available
1034809.SLUG_19910	CCB54510.1	179	annotation not available
1034809.SLUG_19920	aroD	243	Involved in the third step of the chorismate pathway, which leads to the biosynthesis of aromatic amino acids. Catalyzes the cis- dehydration of 3-dehydroquinate (DHQ) and introduces the first double bond of the aromatic ring to yield 3-dehydroshikimate. 
1034809.SLUG_19930	CCB54512.1	140	annotation not available
1034809.SLUG_19940	CCB54513.1	169	annotation not available
1034809.SLUG_19950	CCB54514.1	194	Belongs to the phosphoglycerate mutase family. 
1034809.SLUG_19960	CCB54515.1	80	annotation not available
1034809.SLUG_19970	CCB54516.1	67	Belongs to the UPF0346 family. 
1034809.SLUG_19980	CCB54517.1	62	annotation not available
1034809.SLUG_19990	CCB54518.1	187	annotation not available
1034809.SLUG_20000	CCB54519.1	78	Doubtful CDS
1034809.SLUG_20010	CCB54520.1	246	annotation not available
1034809.SLUG_20020	CCB54521.1	94	annotation not available
1034809.SLUG_20030	CCB54522.1	72	annotation not available
1034809.SLUG_20040	CCB54523.1	109	annotation not available
1034809.SLUG_20050	fosB	139	Metallothiol transferase which confers resistance to fosfomycin by catalyzing the addition of a thiol cofactor to fosfomycin. L-cysteine is probably the physiological thiol donor. 
1034809.SLUG_20060	CCB54525.1	135	annotation not available
1034809.SLUG_20070	CCB54526.1	187	Belongs to the LOG family
1034809.SLUG_20080	CCB54527.1	217	annotation not available
1034809.SLUG_20090	CCB54528.1	600	annotation not available
1034809.SLUG_20100	CCB54529.1	237	Belongs to the staphylococcal tandem lipoprotein family. 
1034809.SLUG_20110	CCB54530.1	61	annotation not available
1034809.SLUG_20120	CCB54531.1	317	annotation not available
1034809.SLUG_20130	CCB54532.1	39	annotation not available
1034809.SLUG_20140	CCB54533.1	409	annotation not available
1034809.SLUG_20150	CCB54534.1	119	annotation not available
1034809.SLUG_20160	CCB54536.1	172	annotation not available
1034809.SLUG_20170	CCB54537.1	169	annotation not available
1034809.SLUG_20180	smpB	154	Required for rescue of stalled ribosomes mediated by trans- translation. Binds to transfer-messenger RNA (tmRNA), required for stable association of tmRNA with ribosomes. tmRNA and SmpB together mimic tRNA shape, replacing the anticodon stem-loop with SmpB. tmRNA is encoded by the ssrA gene; the 2 termini fold to resemble tRNA(Ala) and it encodes a 'tag peptide', a short internal open reading frame. During trans-translation Ala-aminoacylated tmRNA acts like a tRNA, entering the A-site of stalled ribosomes, displacing the stalled mRNA. The ribosome then switches to translate the ORF on  [...] 
1034809.SLUG_20190	rnr	791	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs. 
1034809.SLUG_20200	est	246	annotation not available
1034809.SLUG_20210	secG	77	Involved in protein export. Participates in an early event of protein translocation
1034809.SLUG_20220	CCB54542.1	153	annotation not available
1034809.SLUG_20230	eno	437	Catalyzes the reversible conversion of 2-phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis
1034809.SLUG_20240	pgm	506	Catalyzes the interconversion of 2-phosphoglycerate and 3- phosphoglycerate
1034809.SLUG_20250	tpiA	253	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D- glyceraldehyde-3-phosphate (G3P)
1034809.SLUG_20260	pgk	396	Belongs to the phosphoglycerate kinase family. 
1034809.SLUG_20270	gap1	336	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family
1034809.SLUG_20280	gapR	339	annotation not available
1034809.SLUG_20290	CCB54549.1	209	annotation not available
1034809.SLUG_20300	CCB54550.1	299	annotation not available
1034809.SLUG_20310	clpP	195	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins. 
1034809.SLUG_20320	whiA	314	Involved in cell division and chromosome segregation. 
1034809.SLUG_20330	CCB54553.1	335	Required for morphogenesis under gluconeogenic growth conditions
1034809.SLUG_20340	rapZ	303	Displays ATPase and GTPase activities
1034809.SLUG_20350	trxB	312	annotation not available
1034809.SLUG_20360	CCB54556.1	479	annotation not available
1034809.SLUG_20370	CCB54557.1	159	annotation not available
1034809.SLUG_20380	lgt	282	Catalyzes the transfer of the diacylglyceryl group from phosphatidylglycerol to the sulfhydryl group of the N-terminal cysteine of a prolipoprotein, the first step in the formation of mature lipoproteins
1034809.SLUG_20390	hprK	311	Catalyzes the ATP- as well as the pyrophosphate-dependent phosphorylation of a specific serine residue in HPr, a phosphocarrier protein of the phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS). HprK/P also catalyzes the pyrophosphate-producing, inorganic phosphate-dependent dephosphorylation (phosphorolysis) of seryl-phosphorylated HPr (P-Ser-HPr). The two antagonistic activities of HprK/P are regulated by several intracellular metabolites, which change their concentration in response to the absence or presence of rapidly metabolisable carbon sources (glucose, fructos [...] 
1034809.SLUG_20400	uvrA	944	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate
1034809.SLUG_20410	uvrB	661	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. Upon binding of the UvrA(2)B(2) complex to a putative damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision [...] 
1034809.SLUG_20420	CCB54563.1	77	annotation not available
1034809.SLUG_20430	CCB54564.1	213	annotation not available
1034809.SLUG_20440	CCB54565.1	323	annotation not available
1034809.SLUG_20450	prfB	334	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA
1034809.SLUG_20460	secA	843	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane
1034809.SLUG_20470	slam	259	annotation not available
1034809.SLUG_20480	raiA	190	Required for dimerization of active 70S ribosomes into 100S ribosomes in stationary phase; 100S ribosomes are translationally inactive and sometimes present during exponential growth. 
1034809.SLUG_20490	CCB54570.1	224	annotation not available
1034809.SLUG_20500	CCB54571.1	441	annotation not available
1034809.SLUG_20510	CCB54572.1	288	annotation not available
1034809.SLUG_20520	CCB54573.1	213	annotation not available
1034809.SLUG_20530	tarO	352	annotation not available
1034809.SLUG_20540	CCB54575.1	357	annotation not available
1034809.SLUG_20550	CCB54577.1	253	annotation not available
1034809.SLUG_20560	CCB54578.1	164	annotation not available
1034809.SLUG_20570	pepT	409	Cleaves the N-terminal amino acid of tripeptides. 
1034809.SLUG_20580	CCB54580.1	371	annotation not available
1034809.SLUG_20590	ytxJ	106	annotation not available
1034809.SLUG_20600	CCB54582.1	290	annotation not available
1034809.SLUG_20610	CCB54583.1	176	annotation not available
1034809.SLUG_20620	murB	307	Cell wall formation
1034809.SLUG_20630	CCB54585.1	104	annotation not available
1034809.SLUG_20640	CCB54586.1	346	annotation not available
1034809.SLUG_20650	sstC	260	annotation not available
1034809.SLUG_20660	CCB54588.1	319	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily
1034809.SLUG_20670	CCB54589.1	327	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily
1034809.SLUG_20680	sstD	339	annotation not available
1034809.SLUG_20690	CCB54591.1	260	annotation not available
1034809.SLUG_20700	sstB	317	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily
1034809.SLUG_20710	sstA	325	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily
1034809.SLUG_20720	rir2	322	annotation not available
1034809.SLUG_20730	nrdE	701	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides
1034809.SLUG_20740	nrdI	132	Probably involved in ribonucleotide reductase function. 
1034809.SLUG_20750	CCB54597.1	289	annotation not available
1034809.SLUG_20760	queF	166	Catalyzes the NADPH-dependent reduction of 7-cyano-7- deazaguanine (preQ0) to 7-aminomethyl-7-deazaguanine (preQ1). 
1034809.SLUG_20770	CCB54599.1	527	annotation not available
1034809.SLUG_20780	CCB54600.1	304	annotation not available
1034809.SLUG_20790	CCB54601.1	37	annotation not available
1034809.SLUG_20800	CCB54602.1	176	annotation not available
1034809.SLUG_20810	hisC	351	Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily
1034809.SLUG_20820	CCB54604.1	504	annotation not available
1034809.SLUG_20830	CCB54605.1	504	annotation not available
1034809.SLUG_20840	CCB54606.1	322	annotation not available
1034809.SLUG_20850	recQ	593	annotation not available
1034809.SLUG_20860	CCB54608.1	627	annotation not available
1034809.SLUG_20870	CCB54609.1	271	annotation not available
1034809.SLUG_20880	CCB54610.1	645	Catalyzes the polymerization of lipoteichoic acid (LTA) polyglycerol phosphate, a reaction that presumably uses phosphatidylglycerol (PG) as substrate. 
1034809.SLUG_20890	CCB54612.1	334	annotation not available
1034809.SLUG_20900	CCB54613.1	240	annotation not available
1034809.SLUG_20910	CCB54614.1	201	annotation not available
1034809.SLUG_20920	CCB54615.1	383	annotation not available
1034809.SLUG_20930	CCB54616.1	198	annotation not available
1034809.SLUG_20940	queC	223	Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0)). 
1034809.SLUG_20950	queD	139	annotation not available
1034809.SLUG_20960	queE	238	Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7- deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds
1034809.SLUG_20970	CCB54620.1	196	annotation not available
1034809.SLUG_20980	CCB54621.1	340	annotation not available
1034809.SLUG_20990	CCB54622.1	278	annotation not available
1034809.SLUG_21000	CCB54623.1	451	annotation not available
1034809.SLUG_21010	fruA	651	annotation not available
1034809.SLUG_21020	pfkB	306	Belongs to the carbohydrate kinase PfkB family. LacC subfamily
1034809.SLUG_21030	CCB54626.1	253	annotation not available
1034809.SLUG_21040	ybaK	163	Belongs to the prolyl-tRNA editing family. YbaK/EbsC subfamily
1034809.SLUG_21050	CCB54628.1	145	annotation not available
1034809.SLUG_21060	CCB54629.1	51	annotation not available
1034809.SLUG_21070	norA	388	annotation not available
1034809.SLUG_21080	CCB54631.1	205	annotation not available
